gene	transcript_biotype	SVTYPE	SVLEN	category	sv	cell_line	sample	location
ZDHHC15	protein_coding	INVt2t	31579108	Inversion	INVt2t:chrX:74996623-106575731	HEK293T	F3R_c4	Within variant
ZDHHC15	protein_coding	INVh2h	38232184	Inversion	INVh2h:chrX:75250635-113482819	HEK293T	F3R_c5t8	Within variant
ZDHHC15	protein_coding	INVt2t	38232167	Inversion	INVt2t:chrX:75250635-113482819	HEK293T	F3R_c5t8	Within variant
ADGRG4	protein_coding	INVh2h	6586627	Inversion	INVh2h:chrX:129856234-136442861	HAP1	C516R_c8	Within variant
ADGRG4	protein_coding	INVt2t	6586627	Inversion	INVt2t:chrX:129856234-136442861	HAP1	C516R_c8	Within variant
LNCPOIR	lncRNA	INVh2h	12399270	Inversion	INVh2h:chr6:102725544-115124814	HAP1	C516R_G1_D101	Within variant
LNCPOIR	lncRNA	INVt2t	12399253	Inversion	INVt2t:chr6:102725544-115124797	HAP1	C516R_G1_D101	Within variant
LIN28B-AS1	lncRNA	INVh2h	12399270	Inversion	INVh2h:chr6:102725544-115124814	HAP1	C516R_G1_D101	Within variant
LIN28B-AS1	lncRNA	INVt2t	12399253	Inversion	INVt2t:chr6:102725544-115124797	HAP1	C516R_G1_D101	Within variant
INTS6L-AS1	lncRNA	INVh2h	6586627	Inversion	INVh2h:chrX:129856234-136442861	HAP1	C516R_c8	Within variant
INTS6L-AS1	lncRNA	INVt2t	6586627	Inversion	INVt2t:chrX:129856234-136442861	HAP1	C516R_c8	Within variant
NAP1L3	protein_coding	INVh2h	31579108	Inversion	INVh2h:chrX:74996623-106575731	HEK293T	F3R_c4	Within variant
NAP1L3	protein_coding	INVt2t	31579108	Inversion	INVt2t:chrX:74996623-106575731	HEK293T	F3R_c4	Within variant
NAP1L3	protein_coding	INVh2h	38232184	Inversion	INVh2h:chrX:75250635-113482819	HEK293T	F3R_c5t8	Within variant
NAP1L3	protein_coding	INVt2t	38232167	Inversion	INVt2t:chrX:75250635-113482819	HEK293T	F3R_c5t8	Within variant
PABPC5-AS1	lncRNA	INVh2h	31579108	Inversion	INVh2h:chrX:74996623-106575731	HEK293T	F3R_c4	Within variant
PABPC5-AS1	lncRNA	INVt2t	31579108	Inversion	INVt2t:chrX:74996623-106575731	HEK293T	F3R_c4	Within variant
PABPC5-AS1	lncRNA	INVh2h	38232184	Inversion	INVh2h:chrX:75250635-113482819	HEK293T	F3R_c5t8	Within variant
PABPC5-AS1	lncRNA	INVt2t	38232167	Inversion	INVt2t:chrX:75250635-113482819	HEK293T	F3R_c5t8	Within variant
RADX	protein_coding	INVh2h	38232184	Inversion	INVh2h:chrX:75250635-113482819	HEK293T	F3R_c5t8	Within variant
RADX	protein_coding	INVt2t	38232167	Inversion	INVt2t:chrX:75250635-113482819	HEK293T	F3R_c5t8	Within variant
LINC02518	lncRNA	INVh2h	12399270	Inversion	INVh2h:chr6:102725544-115124814	HAP1	C516R_G1_D101	Within variant
LINC02518	lncRNA	INVt2t	12399253	Inversion	INVt2t:chr6:102725544-115124797	HAP1	C516R_G1_D101	Within variant
MIR676	miRNA	INVh2h	9972058	Inversion	INVh2h:chrX:68220355-78192413	HAP1	C516R_G1_D21	Within variant
MIR676	miRNA	INVt2t	9972041	Inversion	INVt2t:chrX:68220355-78192396	HAP1	C516R_G1_D21	Within variant
RNU6-562P	snRNA	INVh2h	9972058	Inversion	INVh2h:chrX:68220355-78192413	HAP1	C516R_G1_D21	Within variant
RNU6-562P	snRNA	INVt2t	9972041	Inversion	INVt2t:chrX:68220355-78192396	HAP1	C516R_G1_D21	Within variant
RNU6-562P	snRNA	INVh2h	31579108	Inversion	INVh2h:chrX:74996623-106575731	HEK293T	F3R_c4	Within variant
RNU6-562P	snRNA	INVt2t	31579108	Inversion	INVt2t:chrX:74996623-106575731	HEK293T	F3R_c4	Within variant
MIR4328	miRNA	INVh2h	31579108	Inversion	INVh2h:chrX:74996623-106575731	HEK293T	F3R_c4	Within variant
MIR4328	miRNA	INVt2t	31579108	Inversion	INVt2t:chrX:74996623-106575731	HEK293T	F3R_c4	Within variant
MIR4328	miRNA	INVh2h	38232184	Inversion	INVh2h:chrX:75250635-113482819	HEK293T	F3R_c5t8	Within variant
MIR4328	miRNA	INVt2t	38232167	Inversion	INVt2t:chrX:75250635-113482819	HEK293T	F3R_c5t8	Within variant
MIR1321	miRNA	INVh2h	31579108	Inversion	INVh2h:chrX:74996623-106575731	HEK293T	F3R_c4	Within variant
MIR1321	miRNA	INVt2t	31579108	Inversion	INVt2t:chrX:74996623-106575731	HEK293T	F3R_c4	Within variant
MIR1321	miRNA	INVh2h	38232184	Inversion	INVh2h:chrX:75250635-113482819	HEK293T	F3R_c5t8	Within variant
MIR1321	miRNA	INVt2t	38232167	Inversion	INVt2t:chrX:75250635-113482819	HEK293T	F3R_c5t8	Within variant
RNU6-867P	snRNA	INVh2h	9972058	Inversion	INVh2h:chrX:68220355-78192413	HAP1	C516R_G1_D21	Within variant
RNU6-867P	snRNA	INVt2t	9972041	Inversion	INVt2t:chrX:68220355-78192396	HAP1	C516R_G1_D21	Within variant
RNU6-867P	snRNA	INVh2h	31579108	Inversion	INVh2h:chrX:74996623-106575731	HEK293T	F3R_c4	Within variant
RNU6-867P	snRNA	INVt2t	31579108	Inversion	INVt2t:chrX:74996623-106575731	HEK293T	F3R_c4	Within variant
RNU6-867P	snRNA	INVh2h	38232184	Inversion	INVh2h:chrX:75250635-113482819	HEK293T	F3R_c5t8	Within variant
RNU6-867P	snRNA	INVt2t	38232167	Inversion	INVt2t:chrX:75250635-113482819	HEK293T	F3R_c5t8	Within variant
RNU2-26P	snRNA	INVh2h	31579108	Inversion	INVh2h:chrX:74996623-106575731	HEK293T	F3R_c4	Within variant
RNU2-26P	snRNA	INVt2t	31579108	Inversion	INVt2t:chrX:74996623-106575731	HEK293T	F3R_c4	Within variant
RNU2-26P	snRNA	INVh2h	38232184	Inversion	INVh2h:chrX:75250635-113482819	HEK293T	F3R_c5t8	Within variant
RNU2-26P	snRNA	INVt2t	38232167	Inversion	INVt2t:chrX:75250635-113482819	HEK293T	F3R_c5t8	Within variant
RNU6-332P	snRNA	INVh2h	31579108	Inversion	INVh2h:chrX:74996623-106575731	HEK293T	F3R_c4	Within variant
RNU6-332P	snRNA	INVt2t	31579108	Inversion	INVt2t:chrX:74996623-106575731	HEK293T	F3R_c4	Within variant
RNU6-332P	snRNA	INVh2h	38232184	Inversion	INVh2h:chrX:75250635-113482819	HEK293T	F3R_c5t8	Within variant
RNU6-332P	snRNA	INVt2t	38232167	Inversion	INVt2t:chrX:75250635-113482819	HEK293T	F3R_c5t8	Within variant
MIR548M	miRNA	INVh2h	31579108	Inversion	INVh2h:chrX:74996623-106575731	HEK293T	F3R_c4	Within variant
MIR548M	miRNA	INVt2t	31579108	Inversion	INVt2t:chrX:74996623-106575731	HEK293T	F3R_c4	Within variant
MIR548M	miRNA	INVh2h	38232184	Inversion	INVh2h:chrX:75250635-113482819	HEK293T	F3R_c5t8	Within variant
MIR548M	miRNA	INVt2t	38232167	Inversion	INVt2t:chrX:75250635-113482819	HEK293T	F3R_c5t8	Within variant
MIR384	miRNA	INVh2h	9972058	Inversion	INVh2h:chrX:68220355-78192413	HAP1	C516R_G1_D21	Within variant
MIR384	miRNA	INVt2t	9972041	Inversion	INVt2t:chrX:68220355-78192396	HAP1	C516R_G1_D21	Within variant
MIR384	miRNA	INVh2h	31579108	Inversion	INVh2h:chrX:74996623-106575731	HEK293T	F3R_c4	Within variant
MIR384	miRNA	INVt2t	31579108	Inversion	INVt2t:chrX:74996623-106575731	HEK293T	F3R_c4	Within variant
MIR384	miRNA	INVh2h	38232184	Inversion	INVh2h:chrX:75250635-113482819	HEK293T	F3R_c5t8	Within variant
MIR384	miRNA	INVt2t	38232167	Inversion	INVt2t:chrX:75250635-113482819	HEK293T	F3R_c5t8	Within variant
MIR325	miRNA	INVh2h	9972058	Inversion	INVh2h:chrX:68220355-78192413	HAP1	C516R_G1_D21	Within variant
MIR325	miRNA	INVt2t	9972041	Inversion	INVt2t:chrX:68220355-78192396	HAP1	C516R_G1_D21	Within variant
MIR325	miRNA	INVh2h	31579108	Inversion	INVh2h:chrX:74996623-106575731	HEK293T	F3R_c4	Within variant
MIR325	miRNA	INVt2t	31579108	Inversion	INVt2t:chrX:74996623-106575731	HEK293T	F3R_c4	Within variant
MIR325	miRNA	INVh2h	38232184	Inversion	INVh2h:chrX:75250635-113482819	HEK293T	F3R_c5t8	Within variant
MIR325	miRNA	INVt2t	38232167	Inversion	INVt2t:chrX:75250635-113482819	HEK293T	F3R_c5t8	Within variant
RNU1-112P	snRNA	INVh2h	9972058	Inversion	INVh2h:chrX:68220355-78192413	HAP1	C516R_G1_D21	Within variant
RNU1-112P	snRNA	INVt2t	9972041	Inversion	INVt2t:chrX:68220355-78192396	HAP1	C516R_G1_D21	Within variant
MIR361	miRNA	INVh2h	31579108	Inversion	INVh2h:chrX:74996623-106575731	HEK293T	F3R_c4	Within variant
MIR361	miRNA	INVt2t	31579108	Inversion	INVt2t:chrX:74996623-106575731	HEK293T	F3R_c4	Within variant
MIR361	miRNA	INVh2h	38232184	Inversion	INVh2h:chrX:75250635-113482819	HEK293T	F3R_c5t8	Within variant
MIR361	miRNA	INVt2t	38232167	Inversion	INVt2t:chrX:75250635-113482819	HEK293T	F3R_c5t8	Within variant
RNU6-974P	snRNA	INVh2h	31579108	Inversion	INVh2h:chrX:74996623-106575731	HEK293T	F3R_c4	Within variant
RNU6-974P	snRNA	INVt2t	31579108	Inversion	INVt2t:chrX:74996623-106575731	HEK293T	F3R_c4	Within variant
RNU6-974P	snRNA	INVh2h	38232184	Inversion	INVh2h:chrX:75250635-113482819	HEK293T	F3R_c5t8	Within variant
RNU6-974P	snRNA	INVt2t	38232167	Inversion	INVt2t:chrX:75250635-113482819	HEK293T	F3R_c5t8	Within variant
RNU6-995P	snRNA	INVh2h	31579108	Inversion	INVh2h:chrX:74996623-106575731	HEK293T	F3R_c4	Within variant
RNU6-995P	snRNA	INVt2t	31579108	Inversion	INVt2t:chrX:74996623-106575731	HEK293T	F3R_c4	Within variant
RNU6-995P	snRNA	INVh2h	38232184	Inversion	INVh2h:chrX:75250635-113482819	HEK293T	F3R_c5t8	Within variant
RNU6-995P	snRNA	INVt2t	38232167	Inversion	INVt2t:chrX:75250635-113482819	HEK293T	F3R_c5t8	Within variant
RNU6-345P	snRNA	INVh2h	31579108	Inversion	INVh2h:chrX:74996623-106575731	HEK293T	F3R_c4	Within variant
RNU6-345P	snRNA	INVt2t	31579108	Inversion	INVt2t:chrX:74996623-106575731	HEK293T	F3R_c4	Within variant
RNU6-345P	snRNA	INVh2h	38232184	Inversion	INVh2h:chrX:75250635-113482819	HEK293T	F3R_c5t8	Within variant
RNU6-345P	snRNA	INVt2t	38232167	Inversion	INVt2t:chrX:75250635-113482819	HEK293T	F3R_c5t8	Within variant
RNU6-493P	snRNA	INVh2h	31579108	Inversion	INVh2h:chrX:74996623-106575731	HEK293T	F3R_c4	Within variant
RNU6-493P	snRNA	INVt2t	31579108	Inversion	INVt2t:chrX:74996623-106575731	HEK293T	F3R_c4	Within variant
RNU6-493P	snRNA	INVh2h	38232184	Inversion	INVh2h:chrX:75250635-113482819	HEK293T	F3R_c5t8	Within variant
RNU6-493P	snRNA	INVt2t	38232167	Inversion	INVt2t:chrX:75250635-113482819	HEK293T	F3R_c5t8	Within variant
RNU6-309P	snRNA	INVh2h	38232184	Inversion	INVh2h:chrX:75250635-113482819	HEK293T	F3R_c5t8	Within variant
RNU6-309P	snRNA	INVt2t	38232167	Inversion	INVt2t:chrX:75250635-113482819	HEK293T	F3R_c5t8	Within variant
RNU6-555P	snRNA	INVh2h	31579108	Inversion	INVh2h:chrX:74996623-106575731	HEK293T	F3R_c4	Within variant
RNU6-555P	snRNA	INVt2t	31579108	Inversion	INVt2t:chrX:74996623-106575731	HEK293T	F3R_c4	Within variant
RNU6-555P	snRNA	INVh2h	38232184	Inversion	INVh2h:chrX:75250635-113482819	HEK293T	F3R_c5t8	Within variant
RNU6-555P	snRNA	INVt2t	38232167	Inversion	INVt2t:chrX:75250635-113482819	HEK293T	F3R_c5t8	Within variant
MIR548AN	miRNA	INVh2h	38232184	Inversion	INVh2h:chrX:75250635-113482819	HEK293T	F3R_c5t8	Within variant
MIR548AN	miRNA	INVt2t	38232167	Inversion	INVt2t:chrX:75250635-113482819	HEK293T	F3R_c5t8	Within variant
RNU6-1015P	snRNA	INVh2h	38232184	Inversion	INVh2h:chrX:75250635-113482819	HEK293T	F3R_c5t8	Within variant
RNU6-1015P	snRNA	INVt2t	38232167	Inversion	INVt2t:chrX:75250635-113482819	HEK293T	F3R_c5t8	Within variant
RNU1-115P	snRNA	INVh2h	6586627	Inversion	INVh2h:chrX:129856234-136442861	HAP1	C516R_c8	Within variant
RNU1-115P	snRNA	INVt2t	6586627	Inversion	INVt2t:chrX:129856234-136442861	HAP1	C516R_c8	Within variant
MTRES1	protein_coding	INVh2h	12399270	Inversion	INVh2h:chr6:102725544-115124814	HAP1	C516R_G1_D101	Within variant
MTRES1	protein_coding	INVt2t	12399253	Inversion	INVt2t:chr6:102725544-115124797	HAP1	C516R_G1_D101	Within variant
PRICKLE1	protein_coding	INVt2t	7297656	Inversion	INVt2t:chr12:41084043-48381699	HEK293T	F3R_c5	Within variant
ZMYM3	protein_coding	INVh2h	9972058	Inversion	INVh2h:chrX:68220355-78192413	HAP1	C516R_G1_D21	Within variant
ZMYM3	protein_coding	INVt2t	9972041	Inversion	INVt2t:chrX:68220355-78192396	HAP1	C516R_G1_D21	Within variant
ITGB1BP2	protein_coding	INVh2h	9972058	Inversion	INVh2h:chrX:68220355-78192413	HAP1	C516R_G1_D21	Within variant
ITGB1BP2	protein_coding	INVt2t	9972041	Inversion	INVt2t:chrX:68220355-78192396	HAP1	C516R_G1_D21	Within variant
CXCR3	protein_coding	INVh2h	9972058	Inversion	INVh2h:chrX:68220355-78192413	HAP1	C516R_G1_D21	Within variant
CXCR3	protein_coding	INVt2t	9972041	Inversion	INVt2t:chrX:68220355-78192396	HAP1	C516R_G1_D21	Within variant
ARMC2	protein_coding	INVh2h	12399270	Inversion	INVh2h:chr6:102725544-115124814	HAP1	C516R_G1_D101	Within variant
ARMC2	protein_coding	INVt2t	12399253	Inversion	INVt2t:chr6:102725544-115124797	HAP1	C516R_G1_D101	Within variant
HACE1	protein_coding	INVh2h	12399270	Inversion	INVh2h:chr6:102725544-115124814	HAP1	C516R_G1_D101	Within variant
HACE1	protein_coding	INVt2t	12399253	Inversion	INVt2t:chr6:102725544-115124797	HAP1	C516R_G1_D101	Within variant
PCED1B	protein_coding	INVt2t	7297656	Inversion	INVt2t:chr12:41084043-48381699	HEK293T	F3R_c5	Within variant
SLC38A4	protein_coding	INVt2t	7297656	Inversion	INVt2t:chr12:41084043-48381699	HEK293T	F3R_c5	Within variant
BVES	protein_coding	INVh2h	12399270	Inversion	INVh2h:chr6:102725544-115124814	HAP1	C516R_G1_D101	Within variant
BVES	protein_coding	INVt2t	12399253	Inversion	INVt2t:chr6:102725544-115124797	HAP1	C516R_G1_D101	Within variant
FAM229B	protein_coding	INVh2h	12399270	Inversion	INVh2h:chr6:102725544-115124814	HAP1	C516R_G1_D101	Within variant
FAM229B	protein_coding	INVt2t	12399253	Inversion	INVt2t:chr6:102725544-115124797	HAP1	C516R_G1_D101	Within variant
ZNF711	protein_coding	INVh2h	31579108	Inversion	INVh2h:chrX:74996623-106575731	HEK293T	F3R_c4	Within variant
ZNF711	protein_coding	INVt2t	31579108	Inversion	INVt2t:chrX:74996623-106575731	HEK293T	F3R_c4	Within variant
ZNF711	protein_coding	INVh2h	38232184	Inversion	INVh2h:chrX:75250635-113482819	HEK293T	F3R_c5t8	Within variant
ZNF711	protein_coding	INVt2t	38232167	Inversion	INVt2t:chrX:75250635-113482819	HEK293T	F3R_c5t8	Within variant
RAB9B	protein_coding	INVh2h	31579108	Inversion	INVh2h:chrX:74996623-106575731	HEK293T	F3R_c4	Within variant
RAB9B	protein_coding	INVt2t	31579108	Inversion	INVt2t:chrX:74996623-106575731	HEK293T	F3R_c4	Within variant
RAB9B	protein_coding	INVh2h	38232184	Inversion	INVh2h:chrX:75250635-113482819	HEK293T	F3R_c5t8	Within variant
RAB9B	protein_coding	INVt2t	38232167	Inversion	INVt2t:chrX:75250635-113482819	HEK293T	F3R_c5t8	Within variant
TMSB15B	protein_coding	INVh2h	31579108	Inversion	INVh2h:chrX:74996623-106575731	HEK293T	F3R_c4	Within variant
TMSB15B	protein_coding	INVt2t	31579108	Inversion	INVt2t:chrX:74996623-106575731	HEK293T	F3R_c4	Within variant
TMSB15B	protein_coding	INVh2h	38232184	Inversion	INVh2h:chrX:75250635-113482819	HEK293T	F3R_c5t8	Within variant
TMSB15B	protein_coding	INVt2t	38232167	Inversion	INVt2t:chrX:75250635-113482819	HEK293T	F3R_c5t8	Within variant
ENDOU	protein_coding	INVt2t	7297656	Inversion	INVt2t:chr12:41084043-48381699	HEK293T	F3R_c5	Within variant
LINC02402	lncRNA	INVt2t	7297656	Inversion	INVt2t:chr12:41084043-48381699	HEK293T	F3R_c5	Within variant
DBX2-AS1	lncRNA	INVt2t	7297656	Inversion	INVt2t:chr12:41084043-48381699	HEK293T	F3R_c5	Within variant
TMEM117	protein_coding	INVt2t	7297656	Inversion	INVt2t:chr12:41084043-48381699	HEK293T	F3R_c5	Within variant
SLC38A1	protein_coding	INVt2t	7297656	Inversion	INVt2t:chr12:41084043-48381699	HEK293T	F3R_c5	Within variant
LINC02880	lncRNA	INVh2h	12399270	Inversion	INVh2h:chr6:102725544-115124814	HAP1	C516R_G1_D101	Within variant
LINC02880	lncRNA	INVt2t	12399253	Inversion	INVt2t:chr6:102725544-115124797	HAP1	C516R_G1_D101	Within variant
PAPSS1	protein_coding	INVh2h	36775038	Inversion	INVh2h:chr4:106900927-143675965	HAP1	C516R_G1_A31	Within variant
PAPSS1	protein_coding	INVt2t	36093528	Inversion	INVt2t:chr4:106900927-142994455	HAP1	C516R_G1_A31	Within variant
LINC02264	lncRNA	INVh2h	36775038	Inversion	INVh2h:chr4:106900927-143675965	HAP1	C516R_G1_A31	Within variant
LINC02264	lncRNA	INVt2t	36093528	Inversion	INVt2t:chr4:106900927-142994455	HAP1	C516R_G1_A31	Within variant
LINC02450	lncRNA	INVt2t	7297656	Inversion	INVt2t:chr12:41084043-48381699	HEK293T	F3R_c5	Within variant
SLC38A2	protein_coding	INVt2t	7297656	Inversion	INVt2t:chr12:41084043-48381699	HEK293T	F3R_c5	Within variant
PABPC1L2B	protein_coding	INVh2h	9972058	Inversion	INVh2h:chrX:68220355-78192413	HAP1	C516R_G1_D21	Within variant
PABPC1L2B	protein_coding	INVt2t	9972041	Inversion	INVt2t:chrX:68220355-78192396	HAP1	C516R_G1_D21	Within variant
LIN28B	protein_coding	INVh2h	12399270	Inversion	INVh2h:chr6:102725544-115124814	HAP1	C516R_G1_D101	Within variant
LIN28B	protein_coding	INVt2t	12399253	Inversion	INVt2t:chr6:102725544-115124797	HAP1	C516R_G1_D101	Within variant
FAM236A	protein_coding	INVh2h	9972058	Inversion	INVh2h:chrX:68220355-78192413	HAP1	C516R_G1_D21	Within variant
FAM236A	protein_coding	INVt2t	9972041	Inversion	INVt2t:chrX:68220355-78192396	HAP1	C516R_G1_D21	Within variant
COL25A1-DT	lncRNA	INVh2h	36775038	Inversion	INVh2h:chr4:106900927-143675965	HAP1	C516R_G1_A31	Within variant
COL25A1-DT	lncRNA	INVt2t	36093528	Inversion	INVt2t:chr4:106900927-142994455	HAP1	C516R_G1_A31	Within variant
DKK2	protein_coding	INVh2h	36775038	Inversion	INVh2h:chr4:106900927-143675965	HAP1	C516R_G1_A31	Within variant
DKK2	protein_coding	INVt2t	36093528	Inversion	INVt2t:chr4:106900927-142994455	HAP1	C516R_G1_A31	Within variant
LINC01378	lncRNA	INVh2h	36775038	Inversion	INVh2h:chr4:106900927-143675965	HAP1	C516R_G1_A31	Within variant
LINC01378	lncRNA	INVt2t	36093528	Inversion	INVt2t:chr4:106900927-142994455	HAP1	C516R_G1_A31	Within variant
DYNC1LI1	protein_coding	INVh2h	35699956	Inversion	INVh2h:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
DYNC1LI1	protein_coding	INVt2t	35699956	Inversion	INVt2t:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
HDAC2	protein_coding	INVh2h	12399270	Inversion	INVh2h:chr6:102725544-115124814	HAP1	C516R_G1_D101	Within variant
HDAC2	protein_coding	INVt2t	12399253	Inversion	INVt2t:chr6:102725544-115124797	HAP1	C516R_G1_D101	Within variant
LINC02156	lncRNA	INVt2t	7297656	Inversion	INVt2t:chr12:41084043-48381699	HEK293T	F3R_c5	Within variant
UGT8	protein_coding	INVh2h	36775038	Inversion	INVh2h:chr4:106900927-143675965	HAP1	C516R_G1_A31	Within variant
UGT8	protein_coding	INVt2t	36093528	Inversion	INVt2t:chr4:106900927-142994455	HAP1	C516R_G1_A31	Within variant
LINC01365	lncRNA	INVh2h	36775038	Inversion	INVh2h:chr4:106900927-143675965	HAP1	C516R_G1_A31	Within variant
LINC01365	lncRNA	INVt2t	36093528	Inversion	INVt2t:chr4:106900927-142994455	HAP1	C516R_G1_A31	Within variant
NALF2	protein_coding	INVh2h	9972058	Inversion	INVh2h:chrX:68220355-78192413	HAP1	C516R_G1_D21	Within variant
NALF2	protein_coding	INVt2t	9972041	Inversion	INVt2t:chrX:68220355-78192396	HAP1	C516R_G1_D21	Within variant
COL4A5	protein_coding	INVh2h	38232184	Inversion	INVh2h:chrX:75250635-113482819	HEK293T	F3R_c5t8	Within variant
COL4A5	protein_coding	INVt2t	38232167	Inversion	INVt2t:chrX:75250635-113482819	HEK293T	F3R_c5t8	Within variant
LINC02836	lncRNA	INVh2h	12399270	Inversion	INVh2h:chr6:102725544-115124814	HAP1	C516R_G1_D101	Within variant
LINC02836	lncRNA	INVt2t	12399253	Inversion	INVt2t:chr6:102725544-115124797	HAP1	C516R_G1_D101	Within variant
TRAM1L1	protein_coding	INVh2h	36775038	Inversion	INVh2h:chr4:106900927-143675965	HAP1	C516R_G1_A31	Within variant
TRAM1L1	protein_coding	INVt2t	36093528	Inversion	INVt2t:chr4:106900927-142994455	HAP1	C516R_G1_A31	Within variant
PDCD6IP-DT	lncRNA	INVh2h	35699956	Inversion	INVh2h:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
PDCD6IP-DT	lncRNA	INVt2t	35699956	Inversion	INVt2t:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
ARPP21-AS1	lncRNA	INVh2h	35699956	Inversion	INVh2h:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
ARPP21-AS1	lncRNA	INVt2t	35699956	Inversion	INVt2t:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
LINC01811	lncRNA	INVh2h	35699956	Inversion	INVh2h:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
LINC01811	lncRNA	INVt2t	35699956	Inversion	INVt2t:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
RAB33A	protein_coding	INVh2h	6586627	Inversion	INVh2h:chrX:129856234-136442861	HAP1	C516R_c8	Within variant
RAB33A	protein_coding	INVt2t	6586627	Inversion	INVt2t:chrX:129856234-136442861	HAP1	C516R_c8	Within variant
ZNF280C	protein_coding	INVh2h	6586627	Inversion	INVh2h:chrX:129856234-136442861	HAP1	C516R_c8	Within variant
ZNF280C	protein_coding	INVt2t	6586627	Inversion	INVt2t:chrX:129856234-136442861	HAP1	C516R_c8	Within variant
AIFM1	protein_coding	INVh2h	6586627	Inversion	INVh2h:chrX:129856234-136442861	HAP1	C516R_c8	Within variant
AIFM1	protein_coding	INVt2t	6586627	Inversion	INVt2t:chrX:129856234-136442861	HAP1	C516R_c8	Within variant
RPAP3	protein_coding	INVt2t	7297656	Inversion	INVt2t:chr12:41084043-48381699	HEK293T	F3R_c5	Within variant
ITGA9	protein_coding	INVh2h	35699956	Inversion	INVh2h:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
ITGA9	protein_coding	INVt2t	35699956	Inversion	INVt2t:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
NDNF	protein_coding	INVh2h	36775038	Inversion	INVh2h:chr4:106900927-143675965	HAP1	C516R_G1_A31	Within variant
NDNF	protein_coding	INVt2t	36093528	Inversion	INVt2t:chr4:106900927-142994455	HAP1	C516R_G1_A31	Within variant
LINC02461	lncRNA	INVt2t	7297656	Inversion	INVt2t:chr12:41084043-48381699	HEK293T	F3R_c5	Within variant
ETNPPL	protein_coding	INVh2h	36775038	Inversion	INVh2h:chr4:106900927-143675965	HAP1	C516R_G1_A31	Within variant
ETNPPL	protein_coding	INVt2t	36093528	Inversion	INVt2t:chr4:106900927-142994455	HAP1	C516R_G1_A31	Within variant
LINC02400	lncRNA	INVt2t	7297656	Inversion	INVt2t:chr12:41084043-48381699	HEK293T	F3R_c5	Within variant
PDZRN4	protein_coding	INVt2t	7297656	Inversion	INVt2t:chr12:41084043-48381699	HEK293T	F3R_c5	Within variant
TNIP3	protein_coding	INVh2h	36775038	Inversion	INVh2h:chr4:106900927-143675965	HAP1	C516R_G1_A31	Within variant
TNIP3	protein_coding	INVt2t	36093528	Inversion	INVt2t:chr4:106900927-142994455	HAP1	C516R_G1_A31	Within variant
SLC38A2-AS1	lncRNA	INVt2t	7297656	Inversion	INVt2t:chr12:41084043-48381699	HEK293T	F3R_c5	Within variant
LRRFIP2	protein_coding	INVh2h	35699956	Inversion	INVh2h:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
LRRFIP2	protein_coding	INVt2t	35699956	Inversion	INVt2t:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
SEC24B	protein_coding	INVh2h	36775038	Inversion	INVh2h:chr4:106900927-143675965	HAP1	C516R_G1_A31	Within variant
